9.192836826193360622e+00;1.948583070404192208e+00;-1.123166176874386135e+00;3.633730895031874297e+00;-1.195110161407693994e+00;1.411425130855093357e+00;2.159364094073370488e+00;0.000000000000000000e+00
2.387801795880882150e+00;-3.768171742625070486e+00;-5.292927150272923598e-01;1.118264043043614819e+00;6.217747110191472748e-01;2.865782394047303866e-02;1.334966345094176256e-02;0.000000000000000000e+00
5.733896279775425597e+00;-1.075173797219134642e+00;-5.517476241460500530e-01;9.120827447920475395e-01;-1.770861312560489675e-01;5.414535505903526058e-01;-6.681796625105438370e-01;0.000000000000000000e+00
7.122953197380174295e+00;1.027558912427006277e+01;-3.232789419780263351e+00;1.525461168735750828e-01;-2.960877246704433752e+00;3.053413995026870165e+00;1.429953523638752833e+00;0.000000000000000000e+00
3.935302073454395977e+00;-1.948071565824518903e+00;1.389766827866307342e+00;2.940638798949412713e+00;5.467482671388492754e-01;-1.226500174249369746e+00;-9.361759634899193827e-01;0.000000000000000000e+00
2.380247150090941233e+00;3.949928896832918035e+00;-2.934876711520022496e+00;9.410361999395034927e-01;-1.056041113999107939e+00;-4.510438707996536345e-01;4.904714969111800271e-01;0.000000000000000000e+00
2.238883308325254617e+00;-2.690031279012925047e+00;-1.639913026462848089e+00;1.493405752022398392e-01;4.035859767941293863e-02;-1.289426309545678440e-01;-3.016006059140047824e-01;0.000000000000000000e+00
2.143298500083830938e+00;2.340244009033249917e+00;-8.719471463438033254e-01;-1.270436028774346304e-01;-1.427435641493528085e+00;-1.257045967415792109e+00;9.741413168620879359e-01;0.000000000000000000e+00
3.174924292917404411e+00;3.391812952486709332e+00;-3.119985863675215576e+00;-6.012974890771231040e-01;-1.522289885126911990e+00;5.595417202057973993e-01;-2.150901266863448069e-01;0.000000000000000000e+00
6.351746788691511547e+00;7.727174071882209283e+00;-4.341915516973944733e+00;-3.375203670380159338e+00;1.710265923084183237e+00;-7.239266497641569931e-01;2.519943204285723048e+00;0.000000000000000000e+00
-8.104137711425118962e-01;-2.659275495654135568e+00;-4.888296779769412126e-01;-1.672567296692513139e+00;2.758126114715872546e-01;1.273251117493620077e-01;6.250538833637779845e-01;0.000000000000000000e+00
2.651100476930960070e+00;6.656792797745156309e-02;-1.526455203166549035e+00;5.126076683958687846e-02;3.319520759525743658e-01;7.648605501993548383e-01;6.661237868683901331e-01;0.000000000000000000e+00
8.185034458309932148e+00;2.700976493869556627e+00;5.730230823285404895e+00;-1.112256163969993494e+00;1.043470320101617110e+00;2.594571857588197528e+00;9.415065187233038202e-01;0.000000000000000000e+00
3.421259139613230804e-01;-9.682792605011523168e-01;1.717171597596753641e+00;-5.950029805726692045e-01;4.680106041359264335e-01;1.007659526026710495e+00;-1.799074772430197422e+00;0.000000000000000000e+00
4.342379194658835040e+00;4.861083312439538062e+00;-2.816115544630602763e+00;-1.454556929504540852e+00;1.290062777503148794e+00;-3.497155228597208509e-01;7.428802902939786179e-01;0.000000000000000000e+00
4.075656175005104132e+00;2.977061182638974124e+00;-3.125274019212036514e+00;-2.458071785192391001e+00;-4.083409068469759928e-01;4.957700565414798199e-01;9.150999788860233464e-01;0.000000000000000000e+00
