1.030007752541805544e-01;-1.818044980998262838e+00;2.185150003882167180e+00;6.003681706459663703e-01;2.966690529087516293e+00;5.714413459000675655e-01;-2.446860521939261623e+00;0.000000000000000000e+00
-5.431998626078290426e-01;5.262638740674261406e-01;-2.292921943522937822e-01;-1.257839919835336495e+00;7.759378182182993244e-01;-3.349720262994725917e-01;-9.845386472511316045e-01;0.000000000000000000e+00
-3.245818517231734979e-01;-8.903099923513138059e-01;-3.643679031212057606e-01;-4.862202134495424710e-01;3.382732560447094250e-01;-1.018728902689227889e+00;-1.307742209054232996e+00;0.000000000000000000e+00
4.429041728471395101e-01;-4.345996045210721803e+00;3.940691968565286807e+00;2.584727179389463281e+00;-4.305005445970309236e-02;1.137206229007974995e-01;-9.229695388909472387e-01;0.000000000000000000e+00
1.343038602977564278e-01;4.932349687396807569e-01;-2.104496391190936233e+00;-8.601433296042540477e-02;9.749806457104115420e-01;-2.199857607936243353e-01;-1.978104740441130494e+00;0.000000000000000000e+00
-3.015208973375227419e-01;-3.809583760064500502e-01;1.581861655233332220e+00;1.785700423951223081e+00;-2.754011304101208757e-01;-2.753992649729624861e-02;-1.367171164816831874e+00;0.000000000000000000e+00
-9.311818669359683831e-01;3.679264484461320928e-01;1.110676095807522079e-01;-7.122504140581287224e-01;-1.562043343378556083e-02;-8.104625482261954561e-01;-7.646676807733632231e-01;0.000000000000000000e+00
-3.650770521112222666e-01;2.233555598982752410e-01;1.007156853939631835e+00;1.928596820448784666e+00;7.344567288846691744e-01;-2.759050971952302644e-01;-5.858525530675046805e-02;0.000000000000000000e+00
-7.131547956006621947e-01;-1.324225147335398756e+00;1.496289574007270806e+00;1.210016499776733756e+00;-1.006315765711651045e+00;-8.310487267589069527e-01;-6.943855153731576246e-01;0.000000000000000000e+00
2.189660456588878645e+00;6.307365487589459141e-01;4.883576007095654425e+00;2.110554366092013190e+00;-2.677733873376004770e-01;-1.991808332315783581e+00;2.173600140793385815e-01;0.000000000000000000e+00
-4.853148946195128266e-01;6.850888199305572579e-01;7.359918027510062855e-01;-9.009420037619609856e-01;2.250580417068341610e-01;-4.603680731842448859e-01;1.051883523508308826e+00;0.000000000000000000e+00
